,x,y,z,distancepow2,distance,material
19647,47,96,1,0,0,-1
19648,48,96,1,0,0,-1
19649,49,96,1,0,0,-1
19650,50,96,1,0,0,-1
19651,51,96,1,0,0,-1
19652,52,96,1,0,0,-1
19653,53,96,1,0,0,-1
19654,54,96,1,0,0,-1
19655,55,96,1,0,0,-1
19656,56,96,1,0,0,-1
19657,57,96,1,0,0,-1
19658,58,96,1,0,0,-1
19659,59,96,1,0,0,-1
19660,60,96,1,0,0,-1
19661,61,96,1,0,0,-1
19662,62,96,1,0,0,-1
19663,63,96,1,0,0,-1
19664,64,96,1,0,0,-1
19665,65,96,1,0,0,-1
19666,66,96,1,0,0,-1
19667,67,96,1,0,0,-1
19668,68,96,1,0,0,-1
19669,69,96,1,0,0,-1
19670,70,96,1,0,0,-1
19671,71,96,1,0,0,-1
19672,72,96,1,0,0,-1
19673,73,96,1,0,0,-1
19674,74,96,1,0,0,-1
19675,75,96,1,0,0,-1
19676,76,96,1,0,0,-1
19677,77,96,1,0,0,-1
19678,78,96,1,0,0,-1
19679,79,96,1,0,0,-1
19680,80,96,1,0,0,-1
19681,81,96,1,0,0,-1
19682,82,96,1,0,0,-1
19683,83,96,1,0,0,-1
19684,84,96,1,0,0,-1
19685,85,96,1,0,0,-1
19686,86,96,1,0,0,-1
19687,87,96,1,0,0,-1
19688,88,96,1,0,0,-1
19689,89,96,1,0,0,-1
19690,90,96,1,0,0,-1
19691,91,96,1,0,0,-1
19692,92,96,1,0,0,-1
19693,93,96,1,0,0,-1
19694,94,96,1,0,0,-1
19695,95,96,1,0,0,-1
19696,96,96,1,0,0,-1
19697,97,96,1,0,0,-1
19698,98,96,1,0,0,-1
19699,99,96,1,0,0,-1
19700,0,97,1,0,0,-1
19701,1,97,1,0,0,-1
19702,2,97,1,0,0,-1
19703,3,97,1,0,0,-1
19704,4,97,1,0,0,-1
19705,5,97,1,0,0,-1
19706,6,97,1,0,0,-1
19707,7,97,1,0,0,-1
19708,8,97,1,0,0,-1
19709,9,97,1,0,0,-1
19710,10,97,1,0,0,-1
19711,11,97,1,0,0,-1
19712,12,97,1,0,0,-1
19713,13,97,1,0,0,-1
19714,14,97,1,0,0,-1
19715,15,97,1,0,0,-1
19716,16,97,1,0,0,-1
19717,17,97,1,0,0,-1
19718,18,97,1,0,0,-1
19719,19,97,1,0,0,-1
19720,20,97,1,0,0,-1
19721,21,97,1,0,0,-1
19722,22,97,1,0,0,-1
19723,23,97,1,0,0,-1
19724,24,97,1,0,0,-1
19725,25,97,1,0,0,-1
19726,26,97,1,0,0,-1
19727,27,97,1,0,0,-1
19728,28,97,1,0,0,-1
19729,29,97,1,0,0,-1
19730,30,97,1,0,0,-1
19731,31,97,1,0,0,-1
19732,32,97,1,0,0,-1
19733,33,97,1,0,0,-1
19734,34,97,1,0,0,-1
19735,35,97,1,0,0,-1
19736,36,97,1,0,0,-1
19737,37,97,1,0,0,-1
19738,38,97,1,0,0,-1
19739,39,97,1,0,0,-1
19740,40,97,1,0,0,-1
19741,41,97,1,0,0,-1
19742,42,97,1,0,0,-1
19743,43,97,1,0,0,-1
19744,44,97,1,0,0,-1
19745,45,97,1,0,0,-1
19746,46,97,1,0,0,-1
19747,47,97,1,0,0,-1
19748,48,97,1,0,0,-1
19749,49,97,1,0,0,-1
19750,50,97,1,0,0,-1
19751,51,97,1,0,0,-1
19752,52,97,1,0,0,-1
19753,53,97,1,0,0,-1
19754,54,97,1,0,0,-1
19755,55,97,1,0,0,-1
19756,56,97,1,0,0,-1
19757,57,97,1,0,0,-1
19758,58,97,1,0,0,-1
19759,59,97,1,0,0,-1
19760,60,97,1,0,0,-1
19761,61,97,1,0,0,-1
19762,62,97,1,0,0,-1
19763,63,97,1,0,0,-1
19764,64,97,1,0,0,-1
19765,65,97,1,0,0,-1
19766,66,97,1,0,0,-1
19767,67,97,1,0,0,-1
19768,68,97,1,0,0,-1
19769,69,97,1,0,0,-1
19770,70,97,1,0,0,-1
19771,71,97,1,0,0,-1
19772,72,97,1,0,0,-1
19773,73,97,1,0,0,-1
19774,74,97,1,0,0,-1
19775,75,97,1,0,0,-1
19776,76,97,1,0,0,-1
19777,77,97,1,0,0,-1
19778,78,97,1,0,0,-1
19779,79,97,1,0,0,-1
19780,80,97,1,0,0,-1
19781,81,97,1,0,0,-1
19782,82,97,1,0,0,-1
19783,83,97,1,0,0,-1
19784,84,97,1,0,0,-1
19785,85,97,1,0,0,-1
19786,86,97,1,0,0,-1
19787,87,97,1,0,0,-1
19788,88,97,1,0,0,-1
19789,89,97,1,0,0,-1
19790,90,97,1,0,0,-1
19791,91,97,1,0,0,-1
19792,92,97,1,0,0,-1
19793,93,97,1,0,0,-1
19794,94,97,1,0,0,-1
19795,95,97,1,0,0,-1
19796,96,97,1,0,0,-1
19797,97,97,1,0,0,-1
19798,98,97,1,0,0,-1
19799,99,97,1,0,0,-1
19800,0,98,1,0,0,-1
19801,1,98,1,0,0,-1
19802,2,98,1,0,0,-1
19803,3,98,1,0,0,-1
19804,4,98,1,0,0,-1
19805,5,98,1,0,0,-1
19806,6,98,1,0,0,-1
19807,7,98,1,0,0,-1
19808,8,98,1,0,0,-1
19809,9,98,1,0,0,-1
19810,10,98,1,0,0,-1
19811,11,98,1,0,0,-1
19812,12,98,1,0,0,-1
19813,13,98,1,0,0,-1
19814,14,98,1,0,0,-1
19815,15,98,1,0,0,-1
19816,16,98,1,0,0,-1
19817,17,98,1,0,0,-1
19818,18,98,1,0,0,-1
19819,19,98,1,0,0,-1
19820,20,98,1,0,0,-1
19821,21,98,1,0,0,-1
19822,22,98,1,0,0,-1
19823,23,98,1,0,0,-1
19824,24,98,1,0,0,-1
19825,25,98,1,0,0,-1
19826,26,98,1,0,0,-1
19827,27,98,1,0,0,-1
19828,28,98,1,0,0,-1
19829,29,98,1,0,0,-1
19830,30,98,1,0,0,-1
19831,31,98,1,0,0,-1
19832,32,98,1,0,0,-1
19833,33,98,1,0,0,-1
19834,34,98,1,0,0,-1
19835,35,98,1,0,0,-1
19836,36,98,1,0,0,-1
19837,37,98,1,0,0,-1
19838,38,98,1,0,0,-1
19839,39,98,1,0,0,-1
19840,40,98,1,0,0,-1
19841,41,98,1,0,0,-1
19842,42,98,1,0,0,-1
19843,43,98,1,0,0,-1
19844,44,98,1,0,0,-1
19845,45,98,1,0,0,-1
19846,46,98,1,0,0,-1
19847,47,98,1,0,0,-1
19848,48,98,1,0,0,-1
19849,49,98,1,0,0,-1
19850,50,98,1,0,0,-1
19851,51,98,1,0,0,-1
19852,52,98,1,0,0,-1
19853,53,98,1,0,0,-1
19854,54,98,1,0,0,-1
19855,55,98,1,0,0,-1
19856,56,98,1,0,0,-1
19857,57,98,1,0,0,-1
19858,58,98,1,0,0,-1
19859,59,98,1,0,0,-1
19860,60,98,1,0,0,-1
19861,61,98,1,0,0,-1
19862,62,98,1,0,0,-1
19863,63,98,1,0,0,-1
19864,64,98,1,0,0,-1
19865,65,98,1,0,0,-1
19866,66,98,1,0,0,-1
19867,67,98,1,0,0,-1
19868,68,98,1,0,0,-1
19869,69,98,1,0,0,-1
19870,70,98,1,0,0,-1
19871,71,98,1,0,0,-1
19872,72,98,1,0,0,-1
19873,73,98,1,0,0,-1
19874,74,98,1,0,0,-1
19875,75,98,1,0,0,-1
19876,76,98,1,0,0,-1
19877,77,98,1,0,0,-1
19878,78,98,1,0,0,-1
19879,79,98,1,0,0,-1
19880,80,98,1,0,0,-1
19881,81,98,1,0,0,-1
19882,82,98,1,0,0,-1
19883,83,98,1,0,0,-1
19884,84,98,1,0,0,-1
19885,85,98,1,0,0,-1
19886,86,98,1,0,0,-1
19887,87,98,1,0,0,-1
19888,88,98,1,0,0,-1
19889,89,98,1,0,0,-1
19890,90,98,1,0,0,-1
19891,91,98,1,0,0,-1
19892,92,98,1,0,0,-1
19893,93,98,1,0,0,-1
19894,94,98,1,0,0,-1
19895,95,98,1,0,0,-1
19896,96,98,1,0,0,-1
19897,97,98,1,0,0,-1
19898,98,98,1,0,0,-1
19899,99,98,1,0,0,-1
19900,0,99,1,0,0,-1
19901,1,99,1,0,0,-1
19902,2,99,1,0,0,-1
19903,3,99,1,0,0,-1
19904,4,99,1,0,0,-1
19905,5,99,1,0,0,-1
19906,6,99,1,0,0,-1
19907,7,99,1,0,0,-1
19908,8,99,1,0,0,-1
19909,9,99,1,0,0,-1
19910,10,99,1,0,0,-1
19911,11,99,1,0,0,-1
19912,12,99,1,0,0,-1
19913,13,99,1,0,0,-1
19914,14,99,1,0,0,-1
19915,15,99,1,0,0,-1
19916,16,99,1,0,0,-1
19917,17,99,1,0,0,-1
19918,18,99,1,0,0,-1
19919,19,99,1,0,0,-1
19920,20,99,1,0,0,-1
19921,21,99,1,0,0,-1
19922,22,99,1,0,0,-1
19923,23,99,1,0,0,-1
19924,24,99,1,0,0,-1
19925,25,99,1,0,0,-1
19926,26,99,1,0,0,-1
19927,27,99,1,0,0,-1
19928,28,99,1,0,0,-1
19929,29,99,1,0,0,-1
19930,30,99,1,0,0,-1
19931,31,99,1,0,0,-1
19932,32,99,1,0,0,-1
19933,33,99,1,0,0,-1
19934,34,99,1,0,0,-1
19935,35,99,1,0,0,-1
19936,36,99,1,0,0,-1
19937,37,99,1,0,0,-1
19938,38,99,1,0,0,-1
19939,39,99,1,0,0,-1
19940,40,99,1,0,0,-1
19941,41,99,1,0,0,-1
19942,42,99,1,0,0,-1
19943,43,99,1,0,0,-1
19944,44,99,1,0,0,-1
19945,45,99,1,0,0,-1
19946,46,99,1,0,0,-1
19947,47,99,1,0,0,-1
19948,48,99,1,0,0,-1
19949,49,99,1,0,0,-1
19950,50,99,1,0,0,-1
19951,51,99,1,0,0,-1
19952,52,99,1,0,0,-1
19953,53,99,1,0,0,-1
19954,54,99,1,0,0,-1
19955,55,99,1,0,0,-1
19956,56,99,1,0,0,-1
19957,57,99,1,0,0,-1
19958,58,99,1,0,0,-1
19959,59,99,1,0,0,-1
19960,60,99,1,0,0,-1
19961,61,99,1,0,0,-1
19962,62,99,1,0,0,-1
19963,63,99,1,0,0,-1
19964,64,99,1,0,0,-1
19965,65,99,1,0,0,-1
19966,66,99,1,0,0,-1
19967,67,99,1,0,0,-1
19968,68,99,1,0,0,-1
19969,69,99,1,0,0,-1
19970,70,99,1,0,0,-1
19971,71,99,1,0,0,-1
19972,72,99,1,0,0,-1
19973,73,99,1,0,0,-1
19974,74,99,1,0,0,-1
19975,75,99,1,0,0,-1
19976,76,99,1,0,0,-1
19977,77,99,1,0,0,-1
19978,78,99,1,0,0,-1
19979,79,99,1,0,0,-1
19980,80,99,1,0,0,-1
19981,81,99,1,0,0,-1
19982,82,99,1,0,0,-1
19983,83,99,1,0,0,-1
19984,84,99,1,0,0,-1
19985,85,99,1,0,0,-1
19986,86,99,1,0,0,-1
19987,87,99,1,0,0,-1
19988,88,99,1,0,0,-1
19989,89,99,1,0,0,-1
19990,90,99,1,0,0,-1
19991,91,99,1,0,0,-1
19992,92,99,1,0,0,-1
19993,93,99,1,0,0,-1
19994,94,99,1,0,0,-1
19995,95,99,1,0,0,-1
19996,96,99,1,0,0,-1
19997,97,99,1,0,0,-1
19998,98,99,1,0,0,-1
19999,99,99,1,0,0,-1
20000,0,0,2,0,0,-1
20001,1,0,2,0,0,-1
20002,2,0,2,0,0,-1
20003,3,0,2,0,0,-1
20004,4,0,2,0,0,-1
20005,5,0,2,0,0,-1
20006,6,0,2,0,0,-1
20007,7,0,2,0,0,-1
20008,8,0,2,0,0,-1
20009,9,0,2,0,0,-1
20010,10,0,2,0,0,-1
20011,11,0,2,0,0,-1
20012,12,0,2,0,0,-1
20013,13,0,2,0,0,-1
20014,14,0,2,0,0,-1
20015,15,0,2,0,0,-1
20016,16,0,2,0,0,-1
20017,17,0,2,0,0,-1
20018,18,0,2,0,0,-1
20019,19,0,2,0,0,-1
20020,20,0,2,0,0,-1
20021,21,0,2,0,0,-1
20022,22,0,2,0,0,-1
20023,23,0,2,0,0,-1
20024,24,0,2,0,0,-1
20025,25,0,2,0,0,-1
20026,26,0,2,0,0,-1
20027,27,0,2,0,0,-1
20028,28,0,2,0,0,-1
20029,29,0,2,0,0,-1
20030,30,0,2,0,0,-1
20031,31,0,2,0,0,-1
20032,32,0,2,0,0,-1
20033,33,0,2,0,0,-1
20034,34,0,2,0,0,-1
20035,35,0,2,0,0,-1
20036,36,0,2,0,0,-1
20037,37,0,2,0,0,-1
20038,38,0,2,0,0,-1
20039,39,0,2,0,0,-1
20040,40,0,2,0,0,-1
20041,41,0,2,0,0,-1
20042,42,0,2,0,0,-1
20043,43,0,2,0,0,-1
20044,44,0,2,0,0,-1
20045,45,0,2,0,0,-1
20046,46,0,2,0,0,-1
20047,47,0,2,0,0,-1
20048,48,0,2,0,0,-1
20049,49,0,2,0,0,-1
20050,50,0,2,0,0,-1
20051,51,0,2,0,0,-1
20052,52,0,2,0,0,-1
20053,53,0,2,0,0,-1
20054,54,0,2,0,0,-1
20055,55,0,2,0,0,-1
20056,56,0,2,0,0,-1
20057,57,0,2,0,0,-1
20058,58,0,2,0,0,-1
20059,59,0,2,0,0,-1
20060,60,0,2,0,0,-1
20061,61,0,2,0,0,-1
20062,62,0,2,0,0,-1
20063,63,0,2,0,0,-1
20064,64,0,2,0,0,-1
20065,65,0,2,0,0,-1
20066,66,0,2,0,0,-1
20067,67,0,2,0,0,-1
20068,68,0,2,0,0,-1
20069,69,0,2,0,0,-1
20070,70,0,2,0,0,-1
20071,71,0,2,0,0,-1
20072,72,0,2,0,0,-1
20073,73,0,2,0,0,-1
20074,74,0,2,0,0,-1
20075,75,0,2,0,0,-1
20076,76,0,2,0,0,-1
20077,77,0,2,0,0,-1
20078,78,0,2,0,0,-1
20079,79,0,2,0,0,-1
20080,80,0,2,0,0,-1
20081,81,0,2,0,0,-1
20082,82,0,2,0,0,-1
20083,83,0,2,0,0,-1
20084,84,0,2,0,0,-1
20085,85,0,2,0,0,-1
20086,86,0,2,0,0,-1
20087,87,0,2,0,0,-1
20088,88,0,2,0,0,-1
20089,89,0,2,0,0,-1
20090,90,0,2,0,0,-1
20091,91,0,2,0,0,-1
20092,92,0,2,0,0,-1
20093,93,0,2,0,0,-1
20094,94,0,2,0,0,-1
20095,95,0,2,0,0,-1
20096,96,0,2,0,0,-1
20097,97,0,2,0,0,-1
20098,98,0,2,0,0,-1
20099,99,0,2,0,0,-1
20100,0,1,2,0,0,-1
20101,1,1,2,0,0,-1
20102,2,1,2,0,0,-1
20103,3,1,2,0,0,-1
20104,4,1,2,0,0,-1
20105,5,1,2,0,0,-1
20106,6,1,2,0,0,-1
20107,7,1,2,0,0,-1
20108,8,1,2,0,0,-1
20109,9,1,2,0,0,-1
20110,10,1,2,0,0,-1
20111,11,1,2,0,0,-1
20112,12,1,2,0,0,-1
20113,13,1,2,0,0,-1
20114,14,1,2,0,0,-1
20115,15,1,2,0,0,-1
20116,16,1,2,0,0,-1
20117,17,1,2,0,0,-1
20118,18,1,2,0,0,-1
20119,19,1,2,0,0,-1
20120,20,1,2,0,0,-1
20121,21,1,2,0,0,-1
20122,22,1,2,0,0,-1
20123,23,1,2,0,0,-1
20124,24,1,2,0,0,-1
20125,25,1,2,0,0,-1
20126,26,1,2,0,0,-1
20127,27,1,2,0,0,-1
20128,28,1,2,0,0,-1
20129,29,1,2,0,0,-1
20130,30,1,2,0,0,-1
20131,31,1,2,0,0,-1
20132,32,1,2,0,0,-1
20133,33,1,2,0,0,-1
20134,34,1,2,0,0,-1
20135,35,1,2,0,0,-1
20136,36,1,2,0,0,-1
20137,37,1,2,0,0,-1
20138,38,1,2,0,0,-1
20139,39,1,2,0,0,-1
20140,40,1,2,0,0,-1
20141,41,1,2,0,0,-1
20142,42,1,2,0,0,-1
20143,43,1,2,0,0,-1
20144,44,1,2,0,0,-1
20145,45,1,2,0,0,-1
20146,46,1,2,0,0,-1
20147,47,1,2,0,0,-1
20148,48,1,2,0,0,-1
20149,49,1,2,0,0,-1
20150,50,1,2,0,0,-1
20151,51,1,2,0,0,-1
20152,52,1,2,0,0,-1
20153,53,1,2,0,0,-1
20154,54,1,2,0,0,-1
20155,55,1,2,0,0,-1
20156,56,1,2,0,0,-1
20157,57,1,2,0,0,-1
20158,58,1,2,0,0,-1
20159,59,1,2,0,0,-1
20160,60,1,2,0,0,-1
20161,61,1,2,0,0,-1
20162,62,1,2,0,0,-1
20163,63,1,2,0,0,-1
20164,64,1,2,0,0,-1
20165,65,1,2,0,0,-1
20166,66,1,2,0,0,-1
20167,67,1,2,0,0,-1
20168,68,1,2,0,0,-1
20169,69,1,2,0,0,-1
20170,70,1,2,0,0,-1
20171,71,1,2,0,0,-1
20172,72,1,2,0,0,-1
20173,73,1,2,0,0,-1
20174,74,1,2,0,0,-1
20175,75,1,2,0,0,-1
20176,76,1,2,0,0,-1
20177,77,1,2,0,0,-1
20178,78,1,2,0,0,-1
20179,79,1,2,0,0,-1
20180,80,1,2,0,0,-1
20181,81,1,2,0,0,-1
20182,82,1,2,0,0,-1
20183,83,1,2,0,0,-1
20184,84,1,2,0,0,-1
20185,85,1,2,0,0,-1
20186,86,1,2,0,0,-1
20187,87,1,2,0,0,-1
20188,88,1,2,0,0,-1
20189,89,1,2,0,0,-1
20190,90,1,2,0,0,-1
20191,91,1,2,0,0,-1
20192,92,1,2,0,0,-1
20193,93,1,2,0,0,-1
20194,94,1,2,0,0,-1
20195,95,1,2,0,0,-1
20196,96,1,2,0,0,-1
20197,97,1,2,0,0,-1
20198,98,1,2,0,0,-1
20199,99,1,2,0,0,-1
20200,0,2,2,0,0,-1
20201,1,2,2,0,0,-1
20202,2,2,2,0,0,-1
20203,3,2,2,0,0,-1
20204,4,2,2,0,0,-1
20205,5,2,2,0,0,-1
20206,6,2,2,0,0,-1
20207,7,2,2,0,0,-1
20208,8,2,2,0,0,-1
20209,9,2,2,0,0,-1
20210,10,2,2,0,0,-1
20211,11,2,2,0,0,-1
20212,12,2,2,0,0,-1
20213,13,2,2,0,0,-1
20214,14,2,2,0,0,-1
20215,15,2,2,0,0,-1
20216,16,2,2,0,0,-1
20217,17,2,2,0,0,-1
20218,18,2,2,0,0,-1
20219,19,2,2,0,0,-1
20220,20,2,2,0,0,-1
20221,21,2,2,0,0,-1
20222,22,2,2,0,0,-1
20223,23,2,2,0,0,-1
20224,24,2,2,0,0,-1
20225,25,2,2,0,0,-1
20226,26,2,2,0,0,-1
20227,27,2,2,0,0,-1
20228,28,2,2,0,0,-1
20229,29,2,2,0,0,-1
20230,30,2,2,0,0,-1
20231,31,2,2,0,0,-1
20232,32,2,2,0,0,-1
20233,33,2,2,0,0,-1
20234,34,2,2,0,0,-1
20235,35,2,2,0,0,-1
20236,36,2,2,0,0,-1
20237,37,2,2,0,0,-1
20238,38,2,2,0,0,-1
20239,39,2,2,0,0,-1
20240,40,2,2,0,0,-1
20241,41,2,2,0,0,-1
20242,42,2,2,0,0,-1
20243,43,2,2,0,0,-1
20244,44,2,2,0,0,-1
20245,45,2,2,0,0,-1
20246,46,2,2,0,0,-1
20247,47,2,2,0,0,-1
20248,48,2,2,0,0,-1
20249,49,2,2,0,0,-1
20250,50,2,2,0,0,-1
20251,51,2,2,0,0,-1
20252,52,2,2,0,0,-1
20253,53,2,2,0,0,-1
20254,54,2,2,0,0,-1
20255,55,2,2,0,0,-1
20256,56,2,2,0,0,-1
20257,57,2,2,0,0,-1
20258,58,2,2,0,0,-1
20259,59,2,2,0,0,-1
20260,60,2,2,0,0,-1
20261,61,2,2,0,0,-1
20262,62,2,2,0,0,-1
20263,63,2,2,0,0,-1
20264,64,2,2,0,0,-1
20265,65,2,2,0,0,-1
20266,66,2,2,0,0,-1
20267,67,2,2,0,0,-1
20268,68,2,2,0,0,-1
20269,69,2,2,0,0,-1
20270,70,2,2,0,0,-1
20271,71,2,2,0,0,-1
20272,72,2,2,0,0,-1
20273,73,2,2,0,0,-1
20274,74,2,2,0,0,-1
20275,75,2,2,0,0,-1
20276,76,2,2,0,0,-1
20277,77,2,2,0,0,-1
20278,78,2,2,0,0,-1
20279,79,2,2,0,0,-1
20280,80,2,2,0,0,-1
20281,81,2,2,0,0,-1
20282,82,2,2,0,0,-1
20283,83,2,2,0,0,-1
20284,84,2,2,0,0,-1
20285,85,2,2,0,0,-1
20286,86,2,2,0,0,-1
20287,87,2,2,0,0,-1
20288,88,2,2,0,0,-1
20289,89,2,2,0,0,-1
20290,90,2,2,0,0,-1
20291,91,2,2,0,0,-1
20292,92,2,2,0,0,-1
20293,93,2,2,0,0,-1
20294,94,2,2,0,0,-1
20295,95,2,2,0,0,-1
20296,96,2,2,0,0,-1
20297,97,2,2,0,0,-1
20298,98,2,2,0,0,-1
20299,99,2,2,0,0,-1
20300,0,3,2,0,0,-1
20301,1,3,2,0,0,-1
20302,2,3,2,0,0,-1
20303,3,3,2,0,0,-1
20304,4,3,2,0,0,-1
20305,5,3,2,0,0,-1
20306,6,3,2,0,0,-1
20307,7,3,2,0,0,-1
20308,8,3,2,0,0,-1
20309,9,3,2,0,0,-1
20310,10,3,2,0,0,-1
20311,11,3,2,0,0,-1
20312,12,3,2,0,0,-1
20313,13,3,2,0,0,-1
20314,14,3,2,0,0,-1
20315,15,3,2,0,0,-1
20316,16,3,2,0,0,-1
20317,17,3,2,0,0,-1
20318,18,3,2,0,0,-1
20319,19,3,2,0,0,-1
20320,20,3,2,0,0,-1
20321,21,3,2,0,0,-1
20322,22,3,2,0,0,-1
20323,23,3,2,0,0,-1
20324,24,3,2,0,0,-1
20325,25,3,2,0,0,-1
20326,26,3,2,0,0,-1
20327,27,3,2,0,0,-1
20328,28,3,2,0,0,-1
20329,29,3,2,0,0,-1
20330,30,3,2,0,0,-1
20331,31,3,2,0,0,-1
20332,32,3,2,0,0,-1
20333,33,3,2,0,0,-1
20334,34,3,2,0,0,-1
20335,35,3,2,0,0,-1
20336,36,3,2,0,0,-1
20337,37,3,2,0,0,-1
20338,38,3,2,0,0,-1
20339,39,3,2,0,0,-1
20340,40,3,2,0,0,-1
20341,41,3,2,0,0,-1
20342,42,3,2,0,0,-1
20343,43,3,2,0,0,-1
20344,44,3,2,0,0,-1
20345,45,3,2,0,0,-1
20346,46,3,2,0,0,-1
20347,47,3,2,0,0,-1
20348,48,3,2,0,0,-1
20349,49,3,2,0,0,-1
20350,50,3,2,0,0,-1
20351,51,3,2,0,0,-1
20352,52,3,2,0,0,-1
20353,53,3,2,0,0,-1
20354,54,3,2,0,0,-1
20355,55,3,2,0,0,-1
20356,56,3,2,0,0,-1
20357,57,3,2,0,0,-1
20358,58,3,2,0,0,-1
20359,59,3,2,0,0,-1
20360,60,3,2,0,0,-1
20361,61,3,2,0,0,-1
20362,62,3,2,0,0,-1
20363,63,3,2,0,0,-1
20364,64,3,2,0,0,-1
20365,65,3,2,0,0,-1
20366,66,3,2,0,0,-1
20367,67,3,2,0,0,-1
20368,68,3,2,0,0,-1
20369,69,3,2,0,0,-1
20370,70,3,2,0,0,-1
20371,71,3,2,0,0,-1
20372,72,3,2,0,0,-1
20373,73,3,2,0,0,-1
20374,74,3,2,0,0,-1
20375,75,3,2,0,0,-1
20376,76,3,2,0,0,-1
20377,77,3,2,0,0,-1
20378,78,3,2,0,0,-1
20379,79,3,2,0,0,-1
20380,80,3,2,0,0,-1
20381,81,3,2,0,0,-1
20382,82,3,2,0,0,-1
20383,83,3,2,0,0,-1
20384,84,3,2,0,0,-1
20385,85,3,2,0,0,-1
20386,86,3,2,0,0,-1
20387,87,3,2,0,0,-1
20388,88,3,2,0,0,-1
20389,89,3,2,0,0,-1
20390,90,3,2,0,0,-1
20391,91,3,2,0,0,-1
20392,92,3,2,0,0,-1
20393,93,3,2,0,0,-1
20394,94,3,2,0,0,-1
20395,95,3,2,0,0,-1
20396,96,3,2,0,0,-1
20397,97,3,2,0,0,-1
20398,98,3,2,0,0,-1
20399,99,3,2,0,0,-1
20400,0,4,2,0,0,-1
20401,1,4,2,0,0,-1
20402,2,4,2,0,0,-1
20403,3,4,2,0,0,-1
20404,4,4,2,0,0,-1
20405,5,4,2,0,0,-1
20406,6,4,2,0,0,-1
20407,7,4,2,0,0,-1
20408,8,4,2,0,0,-1
20409,9,4,2,0,0,-1
20410,10,4,2,0,0,-1
20411,11,4,2,0,0,-1
20412,12,4,2,0,0,-1
20413,13,4,2,0,0,-1
20414,14,4,2,0,0,-1
20415,15,4,2,0,0,-1
20416,16,4,2,0,0,-1
20417,17,4,2,0,0,-1
20418,18,4,2,0,0,-1
20419,19,4,2,0,0,-1
20420,20,4,2,0,0,-1
20421,21,4,2,0,0,-1
20422,22,4,2,0,0,-1
20423,23,4,2,0,0,-1
20424,24,4,2,0,0,-1
20425,25,4,2,0,0,-1
20426,26,4,2,0,0,-1
20427,27,4,2,0,0,-1
20428,28,4,2,0,0,-1
20429,29,4,2,0,0,-1
20430,30,4,2,0,0,-1
20431,31,4,2,0,0,-1
20432,32,4,2,0,0,-1
20433,33,4,2,0,0,-1
20434,34,4,2,0,0,-1
20435,35,4,2,0,0,-1
20436,36,4,2,0,0,-1
20437,37,4,2,0,0,-1
20438,38,4,2,0,0,-1
20439,39,4,2,0,0,-1
20440,40,4,2,0,0,-1
20441,41,4,2,0,0,-1
20442,42,4,2,0,0,-1
20443,43,4,2,0,0,-1
20444,44,4,2,0,0,-1
20445,45,4,2,0,0,-1
20446,46,4,2,0,0,-1
20447,47,4,2,0,0,-1
20448,48,4,2,0,0,-1
20449,49,4,2,0,0,-1
20450,50,4,2,0,0,-1
20451,51,4,2,0,0,-1
20452,52,4,2,0,0,-1
20453,53,4,2,0,0,-1
20454,54,4,2,0,0,-1
20455,55,4,2,0,0,-1
20456,56,4,2,0,0,-1
20457,57,4,2,0,0,-1
20458,58,4,2,0,0,-1
20459,59,4,2,0,0,-1
20460,60,4,2,0,0,-1
20461,61,4,2,0,0,-1
20462,62,4,2,0,0,-1
20463,63,4,2,0,0,-1
20464,64,4,2,0,0,-1
20465,65,4,2,0,0,-1
20466,66,4,2,0,0,-1
20467,67,4,2,0,0,-1
20468,68,4,2,0,0,-1
20469,69,4,2,0,0,-1
20470,70,4,2,0,0,-1
20471,71,4,2,0,0,-1
20472,72,4,2,0,0,-1
20473,73,4,2,0,0,-1
20474,74,4,2,0,0,-1
20475,75,4,2,0,0,-1
20476,76,4,2,0,0,-1
20477,77,4,2,0,0,-1
20478,78,4,2,0,0,-1
20479,79,4,2,0,0,-1
20480,80,4,2,0,0,-1
20481,81,4,2,0,0,-1
20482,82,4,2,0,0,-1
20483,83,4,2,0,0,-1
20484,84,4,2,0,0,-1
20485,85,4,2,0,0,-1
20486,86,4,2,0,0,-1
20487,87,4,2,0,0,-1
20488,88,4,2,0,0,-1
20489,89,4,2,0,0,-1
20490,90,4,2,0,0,-1
20491,91,4,2,0,0,-1
20492,92,4,2,0,0,-1
20493,93,4,2,0,0,-1
20494,94,4,2,0,0,-1
20495,95,4,2,0,0,-1
20496,96,4,2,0,0,-1
20497,97,4,2,0,0,-1
20498,98,4,2,0,0,-1
20499,99,4,2,0,0,-1
20500,0,5,2,0,0,-1
20501,1,5,2,0,0,-1
20502,2,5,2,0,0,-1
20503,3,5,2,0,0,-1
20504,4,5,2,0,0,-1
20505,5,5,2,0,0,-1
20506,6,5,2,0,0,-1
20507,7,5,2,0,0,-1
20508,8,5,2,0,0,-1
20509,9,5,2,0,0,-1
20510,10,5,2,0,0,-1
20511,11,5,2,0,0,-1
20512,12,5,2,0,0,-1
20513,13,5,2,0,0,-1
20514,14,5,2,0,0,-1
20515,15,5,2,0,0,-1
20516,16,5,2,0,0,-1
20517,17,5,2,0,0,-1
20518,18,5,2,0,0,-1
20519,19,5,2,0,0,-1
